Contract reference,Name,Province,Area,Primary Number,Collection name,House Hold Size,Registration Date
C344230016,L***,Lusaka,Chilenje,XXXX9245,I***,8,6/25/2024
C344240015,L***,Lusaka,Chilenje South,XXXX7915,L***,6,6/25/2024
C344250014,M***,Lusaka,Chilenje,XXXX3707,I***,6,6/26/2024
C344260013,L***,Lusaka,Chilenje,XXXX0816,I***,5,6/25/2024
C344270012,J***,Lusaka,Chilenje,XXXX7793,A***,4,6/26/2024
C344280011,M***,Lusaka,Libala South,XXXX5728,I***,6,6/25/2024
C344290010,C***,Lusaka,Libala South,XXXX6439,I***,6,6/25/2024
C344320015,J***,Lusaka,Matero,XXXX7156,S***,5,6/26/2024
C344330014,M***,Lusaka,Garden House,XXXX4858,A***,4,6/26/2024
C344340013,M***,Lusaka,Matero,XXXX1130,A***,5,6/26/2024
C344360011,H***,Lusaka,Chilenje South,XXXX5677,I***,6,6/26/2024
C344370010,A***,Lusaka,Matero,XXXX4577,A***,4,6/26/2024
C344380019,A***,Lusaka,Matero,XXXX3212,A***,9,6/26/2024
C344390018,E***,Lusaka,Matero,XXXX6631,A***,4,6/26/2024
C344400015,A***,Lusaka,Matero,XXXX2193,A***,6,6/26/2024
C344430012,L***,Lusaka,Matero,XXXX1616,A***,6,6/26/2024
C344440011,M***,Lusaka,Libala South,XXXX5555,I***,6,6/26/2024
C344460019,C***,Lusaka,Matero,XXXX3193,A***,6,6/26/2024
C344470018,C***,Lusaka,Matero,XXXX5011,A***,4,6/26/2024
C344480017,A***,Lusaka,Matero,XXXX9388,A***,5,6/26/2024
C344490016,M***,Lusaka,Matero,XXXX9617,A***,4,6/26/2024
C344500012,R***,Lusaka,Lusaka West,XXXX5912,M***,6,6/26/2024
C344520010,A***,Lusaka,Matero,XXXX6848,A***,6,6/26/2024
C344540018,F***,Lusaka,Chaminuka,XXXX9394,M***,5,7/3/2024
C344710017,D***,Lusaka,Chaminuka,XXXX1126,M***,6,7/3/2024
C344780010,J***,Lusaka,Chaminuka,XXXX3306,M***,7,7/3/2024
C344840012,E***,Lusaka,Chaminuka,XXXX6006,M***,4,7/3/2024
C344900014,D***,Lusaka,Woodlands,XXXX8010,L***,4,7/8/2024
C344910013,I***,Lusaka,Chilenje,XXXX7376,I***,5,7/8/2024
C344920012,A***,Lusaka,Chilenje,XXXX1484,I***,6,7/8/2024
C344940010,S***,Lusaka,Chilenje,XXXX8648,I***,7,7/8/2024
C344950019,C***,Lusaka,Chilenje,XXXX3589,I***,4,7/8/2024
C344960018,N***,Lusaka,Chilenje,XXXX9574,I***,6,7/8/2024
C344980016,E***,Lusaka,Chilenje,XXXX1935,I***,5,7/8/2024
C345000012,L***,Lusaka,Chilenje,XXXX6095,I***,6,7/8/2024
C345010011,C***,Lusaka,Bauleni,XXXX7875,I***,6,7/8/2024
C345050017,C***,Lusaka,Chalala,XXXX1435,I***,5,7/8/2024
C345060016,R***,Lusaka,Chilenje,XXXX1238,I***,8,7/8/2024
C345070015,S***,Lusaka,Chalala,XXXX5132,I***,6,7/8/2024
C345090013,C***,Lusaka,Chilenje,XXXX1274,L***,8,7/8/2024
C345100010,L***,Lusaka,Chalala,XXXX9911,I***,7,7/8/2024
C345110019,A***,Lusaka,Chilenje South,XXXX4921,I***,7,7/8/2024
C345130017,A***,Lusaka,Chilenje,XXXX9218,I***,4,7/8/2024
C345160014,S***,Lusaka,Makeni,XXXX7481,M***,7,7/9/2024
C345180012,D***,Lusaka,Chilenje South,XXXX1402,I***,6,7/9/2024
C345200018,C***,Lusaka,Chalala,XXXX3678,I***,5,7/9/2024
C345230015,C***,Lusaka,Chilenje,XXXX1938,I***,6,7/9/2024
C345240014,C***,Lusaka,Chilenje South,XXXX8152,I***,5,7/9/2024
C345270011,O***,Lusaka,Chilenje,XXXX6413,I***,4,7/9/2024
C345280010,M***,Lusaka,Chilenje,XXXX8360,L***,7,7/9/2024
C345290019,M***,Lusaka,Chilenje,XXXX2731,L***,5,7/9/2024
C345300016,M***,Lusaka,Libala,XXXX3471,I***,7,7/9/2024
C345340012,G***,Lusaka,Woodlands,XXXX4459,L***,6,7/9/2024
C345350011,A***,Lusaka,Chilenje,XXXX9689,L***,5,7/9/2024
C345380018,N***,Lusaka,Chilenje South,XXXX5388,I***,4,7/9/2024
C345390017,N***,Lusaka,Chilenje,XXXX3608,I***,3,7/9/2024
C345430011,F***,Lusaka,Chilenje,XXXX9600,L***,4,7/10/2024
C345440010,S***,Lusaka,Chilenje,XXXX0250,L***,4,7/10/2024
C345450019,E***,Lusaka,Chilenje,XXXX9006,L***,4,7/10/2024
C345460018,D***,Lusaka,Woodlands,XXXX0128,L***,6,7/10/2024
C345470017,V***,Lusaka,Matero,XXXX0404,A***,3,7/10/2024
C345480016,D***,Lusaka,Libala South,XXXX7105,L***,6,7/10/2024
C345510010,G***,Lusaka,Chilenje,XXXX6682,L***,4,7/10/2024
C345520019,P***,Lusaka,Chilenje,XXXX5396,L***,6,7/10/2024
C345530018,D***,Lusaka,Chilenje,XXXX2519,L***,4,7/10/2024
C345540017,T***,Lusaka,Chilenje,XXXX6294,L***,6,7/10/2024
C345560015,M***,Lusaka,Chilenje,XXXX6545,L***,8,7/10/2024
C345580013,F***,Lusaka,Chilenje,XXXX6966,L***,5,7/10/2024
C345590012,C***,Lusaka,Chilenje,XXXX8558,L***,5,7/10/2024
C345610018,A***,Lusaka,Chilenje,XXXX8013,L***,4,7/10/2024
C345640015,K***,Lusaka,Chalala,XXXX1611,L***,6,7/10/2024
C345650014,K***,Lusaka,Chilenje,XXXX6050,L***,7,7/10/2024
C345670012,P***,Lusaka,Chilenje,XXXX8976,L***,6,7/10/2024
C345680011,J***,Lusaka,Chilenje,XXXX1900,L***,3,7/10/2024
C345700017,G***,Lusaka,Chilenje,XXXX7805,L***,6,7/10/2024
C345710016,N***,Lusaka,Chilenje,XXXX2120,L***,5,7/10/2024
C345720015,B***,Lusaka,Chilenje,XXXX8734,L***,3,7/10/2024
C345730014,E***,Lusaka,Chilenje,XXXX5737,L***,3,7/10/2024
C345760011,N***,Lusaka,Libala,XXXX4254,L***,3,7/10/2024
C345770010,Y***,Lusaka,Chilenje,XXXX2172,L***,5,7/10/2024
C345780019,C***,Lusaka,Chilenje,XXXX9320,L***,5,7/10/2024
C345850010,H***,Lusaka,Chazanga,XXXX9847,J***,7,7/11/2024
C345880017,V***,Lusaka,Chazanga,XXXX6232,J***,6,7/11/2024
C345910012,J***,Lusaka,Chazanga,XXXX1829,J***,5,7/11/2024
C345920011,E***,Lusaka,Chazanga,XXXX8875,J***,4,7/11/2024
C345940019,J***,Lusaka,SOS,XXXX0471,J***,4,7/11/2024
C345950018,P***,Lusaka,Chazanga,XXXX8830,J***,5,7/11/2024
C345990014,L***,Lusaka,Chazanga,XXXX6590,J***,6,7/11/2024
C346000011,C***,Lusaka,Chazanga,XXXX3952,J***,7,7/11/2024
C346010010,T***,Lusaka,Chazanga,XXXX5405,J***,8,7/11/2024
C346020019,J***,Lusaka,Libala South,XXXX3626,I***,4,7/11/2024
C346090012,M***,Lusaka,Kabwata,XXXX3868,L***,5,7/16/2024
C346120017,B***,Lusaka,Chilenje,XXXX7743,L***,5,7/16/2024
C346130016,M***,Lusaka,Chilenje,XXXX0203,L***,6,7/16/2024
C346150014,E***,Lusaka,Chilenje,XXXX7893,L***,7,7/16/2024
C346180011,G***,Lusaka,Woodlands,XXXX4084,L***,4,7/16/2024
C346200017,E***,Lusaka,Chilenje,XXXX2680,L***,5,7/16/2024
C346220015,M***,Lusaka,Libala,XXXX6248,I***,5,7/16/2024
C346230014,C***,Lusaka,Chalala,XXXX9264,S***,4,7/16/2024
C346240013,E***,Lusaka,Kamwala South,XXXX3516,G***,6,7/16/2024
C346250012,M***,Lusaka,Chilenje,XXXX7139,I***,4,7/16/2024
C346260011,E***,Lusaka,Chilenje,XXXX7487,L***,5,7/16/2024
C346320013,E***,Lusaka,Kamwala,XXXX3290,G***,7,7/16/2024
C346340011,T***,Lusaka,Matero,XXXX1310,A***,5,7/17/2024
C346350010,L***,Lusaka,Matero,XXXX6840,A***,8,7/17/2024
C346370018,E***,Lusaka,Matero,XXXX0535,A***,5,7/17/2024
C346390016,R***,Lusaka,Matero,XXXX5054,A***,8,7/17/2024
C346410012,M***,Lusaka,Matero,XXXX4431,A***,6,7/17/2024
C346420011,F***,Lusaka,Matero,XXXX4247,A***,8,7/17/2024
C346430010,R***,Lusaka,Matero,XXXX8735,A***,5,7/17/2024
C346440019,C***,Lusaka,Matero,XXXX0201,A***,4,7/17/2024
C346470016,E***,Lusaka,Matero,XXXX4126,A***,8,7/17/2024
C346480015,B***,Lusaka,Chilenje,XXXX6259,L***,4,7/17/2024
C346520018,E***,Lusaka,Matero,XXXX4180,A***,4,7/17/2024
C346530017,E***,Lusaka,Matero,XXXX5083,A***,3,7/17/2024
C346570013,H***,Lusaka,Matero,XXXX9382,A***,6,7/17/2024
C346590011,D***,Lusaka,Matero,XXXX7206,A***,3,7/17/2024
C346630015,H***,Lusaka,Matero,XXXX5843,A***,6,7/17/2024
C346650013,G***,Lusaka,Matero,XXXX7035,A***,5,7/17/2024
C346670011,F***,Lusaka,Matero,XXXX6205,A***,4,7/17/2024
C346720014,C***,Lusaka,Kaunda Square Stage One,XXXX2934,J***,5,7/18/2024
C346740012,C***,Lusaka,Kaunda Square Stage One,XXXX2622,J***,6,7/18/2024
C346760010,B***,Lusaka,Ngwerere,XXXX9383,M***,5,7/18/2024
C346770019,N***,Lusaka,Kalingalinga,XXXX7532,J***,5,7/18/2024
C346810013,M***,Lusaka,Kaunda Square Stage One,XXXX5427,J***,7,7/18/2024
C346820012,K***,Lusaka,Kaunda Square Stage One,XXXX7812,J***,7,7/18/2024
C346940018,W***,Lusaka,Mtendere Main,XXXX6527,J***,6,8/13/2024
C348920018,O***,Lusaka,George,XXXX2845,P***,6,11/21/2024
