Contract reference,Name,Province,Area,Primary Number,Collection name,House Hold Size,Registration Date
C351560016,C***,Lusaka,Jack Compound,XXXX1668,F***,3,5/31/2025
C351600010,V***,Lusaka,Chawama,XXXX1784,L***,6,6/18/2025
C351670013,E***,Lusaka,Chawama,XXXX1302,F***,6,5/31/2025
C351680012,R***,Lusaka,Jack Compound,XXXX2817,M***,4,5/31/2025
C351710017,K***,Lusaka,John Haward,XXXX3002,F***,8,5/31/2025
C351740014,N***,Lusaka,Chawama,XXXX4016,R***,6,5/31/2025
C351780010,M***,Lusaka,Chawama,XXXX6135,F***,5,5/31/2025
C351800016,E***,Lusaka,Chawama,XXXX7292,R***,5,5/31/2025
C352020010,P***,Lusaka,Kabanana,XXXX0646,C***,6,5/31/2025
C352070015,P***,Lusaka,Ngwerere,XXXX4266,M***,3,6/27/2025
C352080014,J***,Lusaka,Kabanana,XXXX4063,C***,5,6/9/2025
C352120018,P***,Lusaka,Kabanana,XXXX4242,C***,8,6/9/2025
C352180012,M***,Lusaka,Kabanana,XXXX0568,C***,8,5/31/2025
C352190011,M***,Lusaka,Kabanana,XXXX2151,E***,4,5/31/2025
C352200018,D***,Lusaka,Kabanana,XXXX9155,D***,4,6/2/2025
C352230015,A***,Lusaka,Kabanana,XXXX5108,C***,9,6/2/2025
C352280010,C***,Lusaka,Kabanana,XXXX7784,C***,8,6/2/2025
C352300016,A***,Lusaka,Kabanana,XXXX5815,C***,6,6/2/2025
C352320014,M***,Lusaka,Kabanana,XXXX6516,C***,7,6/12/2025
C352330013,M***,Lusaka,Kabanana,XXXX1717,E***,5,6/2/2025
C352380018,H***,Lusaka,Mtendere,XXXX6604,J***,5,6/2/2025
C352400014,P***,Lusaka,Mtendere Main,XXXX2200,J***,3,6/2/2025
C352470017,E***,Lusaka,Mtendere,XXXX7993,J***,3,6/2/2025
C352640015,D***,Lusaka,Chawama,XXXX7350,R***,6,6/13/2025
C352770010,C***,Lusaka,Kamwala South,XXXX7841,G***,9,8/27/2025
C353260011,R***,Lusaka,Kaunda Square,XXXX1669,J***,6,6/13/2025
C353330012,A***,Lusaka,Kanyama,XXXX6240,D***,3,6/12/2025
C353360019,S***,Lusaka,Kaunda Square Stage One,XXXX9493,J***,9,6/4/2025
C353400013,R***,Lusaka,Kaunda Square Stage One,XXXX0518,J***,5,6/4/2025
C353410012,J***,Lusaka,Kaunda Square Stage One,XXXX1443,J***,2,6/5/2025
C353490014,B***,Lusaka,Kaunda Square Stage One,XXXX3421,J***,7,6/5/2025
C353500010,R***,Lusaka,Kanyama,XXXX7325,D***,5,6/7/2025
C353550015,B***,Lusaka,Kanyama,XXXX1550,D***,6,6/26/2025
C353620016,J***,Lusaka,Kanyama,XXXX3770,D***,7,6/3/2025
C353770019,A***,Lusaka,Kaunda Square Stage One,XXXX2247,J***,4,6/4/2025
C353900012,R***,Lusaka,Kaunda Square,XXXX3763,J***,2,6/5/2025
C354040016,J***,Lusaka,Jack Compound,XXXX3535,M***,4,6/4/2025
C354170011,T***,Lusaka,Jack Compound,XXXX5541,F***,3,6/5/2025
C354180010,E***,Lusaka,Jack Compound,XXXX2054,M***,1,6/5/2025
C354250011,L***,Lusaka,Chilenje,XXXX1916,I***,5,6/4/2025
C354300014,V***,Lusaka,Jack Compound,XXXX2123,M***,4,6/5/2025
C354310013,M***,Lusaka,Chilenje,XXXX4611,I***,8,7/18/2025
C354370017,D***,Lusaka,Chilenje South,XXXX1226,I***,3,6/4/2025
C354430019,J***,Lusaka,Chilenje South,XXXX6236,I***,5,6/4/2025
C354470015,J***,Lusaka,Chilenje South,XXXX1213,L***,6,6/4/2025
C354530016,S***,Lusaka,Chilenje,XXXX7456,L***,4,6/4/2025
C354540015,N***,Lusaka,Chilenje South,XXXX0388,S***,7,6/4/2025
C354720013,G***,Lusaka,Ngombe,XXXX7219,B***,4,6/5/2025
C354790016,O***,Lusaka,Kasisi,XXXX2741,B***,5,6/5/2025
C354920019,H***,Lusaka,Ngombe,XXXX7331,B***,7,7/10/2025
C354950016,R***,Lusaka,Ngombe,XXXX7606,B***,4,6/5/2025
C355090010,S***,Lusaka,Ngombe,XXXX9985,B***,4,6/5/2025
C355110016,J***,Lusaka,Ngombe,XXXX5107,B***,5,6/5/2025
C355130014,Q***,Lusaka,Ngombe,XXXX3016,B***,3,6/5/2025
C355140013,P***,Lusaka,Ngombe,XXXX1289,B***,7,6/5/2025
C355580010,L***,Lusaka,Kabulonga,XXXX9123,S***,5,6/12/2025
C355910019,A***,Lusaka,Kasupe,XXXX5293,J***,8,6/6/2025
C355920018,J***,Lusaka,Kasupe,XXXX8811,J***,7,6/15/2025
C355940016,S***,Lusaka,Kasupe,XXXX3051,J***,4,6/15/2025
C355960014,J***,Lusaka,Barlastone,XXXX3225,J***,5,6/9/2025
C355970013,M***,Lusaka,Kasupe,XXXX8683,J***,3,6/24/2025
C355990011,N***,Lusaka,Barlastone,XXXX2938,J***,7,6/6/2025
C356180018,F***,Lusaka,Chazanga,XXXX3717,J***,8,6/9/2025
C356190017,D***,Lusaka,Chazanga,XXXX8687,J***,9,7/4/2025
C356210013,C***,Lusaka,Chazanga,XXXX4470,J***,8,6/9/2025
C356240010,I***,Lusaka,Chazanga,XXXX6776,J***,7,6/9/2025
C356260018,J***,Lusaka,Chazanga,XXXX3332,J***,2,6/9/2025
C356280016,E***,Lusaka,Chazanga,XXXX2923,J***,5,6/9/2025
C356330019,N***,Lusaka,SOS,XXXX3406,J***,3,6/9/2025
C356350017,B***,Lusaka,Chazanga,XXXX2324,J***,5,7/14/2025
C356370015,L***,Lusaka,Chazanga,XXXX2078,J***,7,6/9/2025
C356390013,S***,Lusaka,SOS,XXXX2201,J***,6,6/9/2025
C356510016,L***,Lusaka,Chazanga,XXXX2090,J***,5,7/14/2025
C356810010,E***,Lusaka,6 Miles,XXXX1993,E***,4,6/10/2025
C356830018,C***,Lusaka,6 Miles,XXXX7354,E***,6,6/10/2025
C356880013,F***,Lusaka,6 Miles,XXXX3124,E***,4,6/10/2025
C356920017,A***,Lusaka,6 Miles,XXXX8280,E***,6,6/10/2025
C357020015,S***,Lusaka,6 Miles,XXXX4445,L***,9,6/10/2025
C357170018,C***,Lusaka,Matero,XXXX4411,A***,8,6/12/2025
C357200013,E***,Lusaka,Matero,XXXX6743,A***,7,6/12/2025
C357230010,F***,Lusaka,Matero,XXXX0175,A***,6,6/12/2025
C357240019,C***,Lusaka,Matero,XXXX4428,A***,7,6/12/2025
C357290014,E***,Lusaka,Matero,XXXX5117,A***,6,6/12/2025
C357340017,M***,Lusaka,Matero,XXXX4747,A***,2,6/27/2025
C357480011,P***,Lusaka,Garden House,XXXX0456,K***,5,6/12/2025
C357620012,S***,Lusaka,Garden,XXXX6250,M***,4,6/12/2025
C357630011,B***,Lusaka,Garden,XXXX1110,M***,6,6/18/2025
C357690015,E***,Lusaka,Garden,XXXX0139,M***,6,6/12/2025
C357700012,M***,Lusaka,Garden Compound,XXXX4493,M***,3,6/12/2025
C357720010,J***,Lusaka,Garden Compound,XXXX6155,M***,5,6/12/2025
C357830017,J***,Lusaka,Jack Compound,XXXX1024,L***,1,6/13/2025
C357850015,T***,Lusaka,Mtendere Main,XXXX6151,J***,10,7/6/2025
C357890011,A***,Lusaka,Jack Compound,XXXX6870,M***,5,7/14/2025
C358120012,M***,Lusaka,Chawama,XXXX9298,R***,4,6/13/2025
C358250017,M***,Lusaka,Chilanga,XXXX9322,M***,5,6/15/2025
C358330017,F***,Lusaka,Chilanga,XXXX1834,M***,4,6/15/2025
C358360014,M***,Lusaka,Jack,XXXX2550,R***,1,6/13/2025
C358390011,B***,Lusaka,Chilanga,XXXX3121,M***,8,6/15/2025
C358410017,M***,Lusaka,Chilanga,XXXX8763,M***,11,6/15/2025
C358540011,J***,Lusaka,Ngombe,XXXX9088,G***,6,6/13/2025
C358590016,E***,Lusaka,Ngombe,XXXX3011,G***,7,6/12/2025
C358690014,C***,Lusaka,Kabulonga,XXXX9387,S***,8,6/9/2025
C358810018,A***,Lusaka,Kabanana,XXXX4673,S***,2,6/19/2025
C358830016,S***,Lusaka,Nyumba Yanga,XXXX9216,S***,2,6/12/2025
C358870012,D***,Lusaka,Kabanana,XXXX9104,E***,4,6/9/2025
C358910016,P***,Lusaka,Kabanana,XXXX9905,E***,3,6/9/2025
C358920015,G***,Lusaka,Kabanana,XXXX2973,E***,4,6/9/2025
C358930014,S***,Lusaka,Kabanana,XXXX9427,E***,6,6/9/2025
C358990018,O***,Lusaka,Kabangwe,XXXX2358,E***,7,7/28/2025
C359160017,C***,Lusaka,15 Miles,XXXX0456,I***,6,5/30/2025
C359180015,M***,Lusaka,15 Miles,XXXX1084,I***,7,6/23/2025
C359200011,P***,Lusaka,15 Miles,XXXX9163,I***,6,6/23/2025
C359250016,P***,Lusaka,John Haward,XXXX6519,F***,9,6/13/2025
C359590015,M***,Lusaka,Garden House,XXXX5546,E***,6,6/16/2025
C359600012,B***,Lusaka,Garden House,XXXX8618,E***,4,6/16/2025
C359640018,M***,Lusaka,Garden House,XXXX7671,E***,3,6/16/2025
C359670015,M***,Lusaka,Garden House,XXXX9611,E***,4,6/16/2025
C359740016,C***,Lusaka,Kaunda Square Stage Two,XXXX9515,J***,8,6/6/2025
C359800018,J***,Lusaka,Kaunda Square Stage One,XXXX0824,J***,6,6/13/2025
C359830015,M***,Lusaka,Ngombe,XXXX6615,J***,1,6/18/2025
C359850013,F***,Lusaka,Ngombe,XXXX8132,J***,4,6/17/2025
C359880010,E***,Lusaka,Kaunda Square Stage One,XXXX3210,J***,4,6/13/2025
C359910015,T***,Lusaka,Kaunda Square Stage One,XXXX0039,J***,5,6/13/2025
C360010011,S***,Lusaka,Ngombe,XXXX6248,J***,1,6/18/2025
C360060016,E***,Lusaka,Munali,XXXX7606,J***,5,6/13/2025
C360260012,B***,Lusaka,Chelstone,XXXX0251,T***,6,6/19/2025
C360320014,M***,Lusaka,Chilenje,XXXX9993,A***,6,6/18/2025
C360430011,E***,Lusaka,Chilenje,XXXX1123,L***,5,6/18/2025
C360470017,J***,Lusaka,Chilenje,XXXX5964,L***,3,6/18/2025
C360500011,M***,Lusaka,Chilenje,XXXX8813,L***,5,6/18/2025
C360590012,E***,Lusaka,Jack,XXXX8767,L***,4,6/18/2025
C360670012,M***,Lusaka,Jack Compound,XXXX2420,L***,5,7/19/2025
C360700017,C***,Lusaka,Kalingalinga,XXXX8878,A***,4,7/2/2025
C360790018,J***,Lusaka,Jack Compound,XXXX6240,L***,6,6/18/2025
C361010010,M***,Lusaka,Mandevu,XXXX2625,C***,2,6/20/2025
C361100019,S***,Lusaka,Libala,XXXX0488,I***,7,6/20/2025
C361400013,A***,Lusaka,Chilenje,XXXX9748,I***,6,6/4/2025
C361420011,M***,Lusaka,Chilenje,XXXX5440,I***,6,6/4/2025
C361580012,V***,Lusaka,Chilenje,XXXX6064,I***,6,6/4/2025
C361660012,S***,Lusaka,Ngombe,XXXX4597,J***,5,6/13/2025
C361680010,E***,Lusaka,Ngombe,XXXX0008,J***,2,6/6/2025
C361690019,R***,Lusaka,Ngombe,XXXX7333,S***,5,6/16/2025
C361730013,T***,Lusaka,Ngombe,XXXX1214,J***,7,6/16/2025
C361740012,D***,Lusaka,Ngombe,XXXX3415,G***,6,6/16/2025
C361850019,M***,Lusaka,Ngombe,XXXX4781,J***,6,6/16/2025
C362000010,B***,Lusaka,SOS,XXXX4843,J***,2,6/9/2025
C362020018,B***,Lusaka,SOS,XXXX8279,J***,3,6/9/2025
C362030017,J***,Lusaka,Ngombe,XXXX4939,B***,6,6/17/2025
C362050015,B***,Lusaka,SOS,XXXX6722,J***,7,6/24/2025
C362140014,M***,Lusaka,SOS,XXXX5160,J***,5,6/9/2025
C362170011,A***,Lusaka,Ngombe,XXXX0175,B***,4,6/17/2025
C362190019,B***,Lusaka,Ngombe,XXXX7373,J***,6,6/17/2025
C362260010,A***,Lusaka,15 Miles,XXXX8022,B***,4,6/17/2025
C362320012,M***,Lusaka,6 Miles,XXXX8083,G***,6,6/17/2025
C362350019,J***,Lusaka,6 Miles,XXXX6980,G***,6,6/17/2025
C362400012,P***,Lusaka,6 Miles,XXXX2102,G***,5,6/17/2025
C362420010,B***,Lusaka,15 Miles,XXXX4871,P***,2,6/17/2025
C362470015,P***,Lusaka,15 Miles,XXXX0858,P***,3,6/17/2025
C362530016,E***,Lusaka,6 Miles,XXXX0419,G***,8,6/17/2025
C362590010,M***,Lusaka,15 Miles,XXXX1968,P***,12,6/17/2025
C362600017,J***,Lusaka,6 Miles,XXXX5517,G***,6,6/17/2025
C362610016,B***,Lusaka,15 Miles,XXXX9075,B***,2,6/17/2025
C362670010,S***,Lusaka,15 Miles,XXXX9142,B***,6,6/17/2025
C362680019,K***,Lusaka,6 Miles,XXXX5172,G***,7,6/17/2025
C362710014,P***,Lusaka,15 Miles,XXXX2700,S***,6,6/17/2025
C362740011,M***,Lusaka,6 Miles,XXXX5949,G***,5,6/17/2025
C362750010,M***,Lusaka,15 Miles,XXXX9462,B***,3,6/17/2025
C362790016,M***,Lusaka,15 Miles,XXXX0301,B***,5,6/17/2025
C362810012,M***,Lusaka,15 Miles,XXXX3746,B***,8,6/17/2025
C362820011,T***,Lusaka,6 Miles,XXXX9194,G***,6,6/17/2025
C362830010,C***,Lusaka,15 Miles,XXXX3296,B***,5,6/17/2025
C362860017,S***,Lusaka,15 Miles,XXXX4470,B***,8,6/17/2025
C362870016,D***,Lusaka,15 Miles,XXXX0723,B***,5,6/17/2025
C362900011,M***,Lusaka,15 Miles,XXXX5120,B***,3,6/17/2025
C363080011,P***,Lusaka,Chilanga,XXXX6595,M***,4,6/20/2025
C363260019,D***,Lusaka,Kabanana,XXXX9343,E***,2,6/9/2025
C363280017,M***,Lusaka,Kabanana,XXXX5445,E***,7,6/9/2025
C363340019,T***,Lusaka,Kabanana,XXXX5033,E***,9,7/9/2025
C363420019,K***,Lusaka,Kanyama,XXXX4541,D***,8,6/19/2025
C363440017,L***,Lusaka,Kanyama,XXXX1761,D***,3,6/19/2025
C363480013,V***,Lusaka,Kanyama,XXXX3015,D***,4,6/23/2025
C363620014,L***,Lusaka,Garden Compound,XXXX6705,M***,6,6/12/2025
C363660010,E***,Lusaka,Garden Compound,XXXX7698,M***,8,6/12/2025
C363790015,E***,Lusaka,Garden Compound,XXXX3112,M***,5,6/12/2025
C363830019,M***,Lusaka,Garden Compound,XXXX4082,M***,3,6/12/2025
C363840018,D***,Lusaka,Kabanana,XXXX5436,E***,5,6/24/2025
C363850017,S***,Lusaka,Kaunda Square,XXXX4047,J***,5,6/13/2025
C364090019,A***,Lusaka,Kaunda Square Stage One,XXXX1378,J***,4,6/13/2025
C364110015,G***,Lusaka,Kanyama,XXXX8870,D***,10,6/12/2025
C364120014,S***,Lusaka,Kanyama,XXXX2076,D***,6,6/12/2025
C364130013,P***,Lusaka,Kanyama,XXXX9672,D***,7,6/12/2025
C364140012,S***,Lusaka,Kanyama,XXXX0325,D***,9,6/12/2025
C364170019,A***,Lusaka,Kanyama,XXXX4924,D***,1,6/12/2025
C364250019,M***,Lusaka,Kanyama,XXXX4778,D***,3,6/12/2025
C364270017,F***,Lusaka,Kanyama,XXXX2015,D***,3,6/12/2025
C364280016,J***,Lusaka,Kalundu,XXXX0607,J***,6,6/13/2025
C364460014,A***,Lusaka,John Haward,XXXX6647,F***,8,6/13/2025
C364540013,F***,Lusaka,Mtendere,XXXX6782,A***,4,6/15/2025
C364590018,R***,Lusaka,Kaunda Square Stage One,XXXX1471,J***,4,6/14/2025
C364670018,C***,Lusaka,Libala South,XXXX3003,L***,4,7/29/2025
C364770016,M***,Lusaka,Mahopo,XXXX6485,S***,3,6/18/2025
C364830018,C***,Lusaka,Mtendere East,XXXX6388,S***,7,7/1/2025
C364870014,E***,Lusaka,Kasupe,XXXX2278,A***,5,6/15/2025
C364900019,K***,Lusaka,Kasupe,XXXX9293,A***,5,6/15/2025
C364910018,R***,Lusaka,Kasupe,XXXX0234,A***,9,6/15/2025
C364950014,J***,Lusaka,Kasupe,XXXX8936,A***,6,6/15/2025
C364960013,G***,Lusaka,Kasupe,XXXX3292,A***,7,6/15/2025
C365070010,B***,Lusaka,Mtendere Main,XXXX5479,A***,6,7/17/2025
C365080019,M***,Lusaka,Kabanana,XXXX3428,E***,8,6/24/2025
C365180017,M***,Lusaka,Chilenje,XXXX0162,A***,5,7/19/2025
C365250018,F***,Lusaka,Chilenje,XXXX4152,A***,5,6/18/2025
C365460013,H***,Lusaka,Kaunda Square Stage One,XXXX0140,J***,6,7/4/2025
C365490010,C***,Lusaka,Kaunda Square Stage One,XXXX6945,J***,5,7/4/2025
C365600014,F***,Lusaka,Ngombe,XXXX9007,G***,6,6/19/2025
C365700012,W***,Lusaka,Ngombe,XXXX8091,G***,7,6/18/2025
C365760016,M***,Lusaka,Ngombe,XXXX4045,G***,6,6/27/2025
C365850015,E***,Lusaka,Ngombe,XXXX9583,J***,13,6/18/2025
C365910017,R***,Lusaka,Ngombe,XXXX3614,J***,7,6/18/2025
C365940014,R***,Lusaka,Ngombe,XXXX3078,J***,6,6/18/2025
C366010015,L***,Lusaka,Lusaka South,XXXX8794,M***,5,6/19/2025
C366090017,S***,Lusaka,Jack Compound,XXXX8990,F***,7,6/19/2025
C366310019,P***,Lusaka,Kaunda Square Stage One,XXXX7922,J***,6,6/20/2025
C366320018,C***,Lusaka,Kaunda Square,XXXX0831,J***,5,6/20/2025
C366380012,C***,Lusaka,Kaunda Square Stage One,XXXX4090,J***,4,6/24/2025
C366640019,M***,Lusaka,15 Miles,XXXX5678,I***,5,6/23/2025
C366680015,C***,Lusaka,15 Miles,XXXX1626,B***,4,6/23/2025
C366690014,Z***,Lusaka,15 Miles,XXXX4423,B***,2,6/23/2025
C366860013,E***,Lusaka,Garden House,XXXX7920,E***,6,6/23/2025
C367050010,E***,Lusaka,Garden House,XXXX3862,E***,5,6/23/2025
C367070018,A***,Lusaka,Kasupe,XXXX4667,M***,5,6/23/2025
C367080017,A***,Lusaka,Garden House,XXXX0270,E***,8,6/23/2025
C367090016,M***,Lusaka,Kasupe,XXXX1116,M***,6,6/23/2025
C367280013,A***,Lusaka,6 Miles,XXXX5881,L***,2,6/25/2025
C367290012,T***,Lusaka,Zanimuone,XXXX2321,D***,3,6/25/2025
C367300019,M***,Lusaka,Kaunda Square Stage One,XXXX4994,J***,6,6/27/2025
C367330016,L***,Lusaka,6 Miles,XXXX9166,L***,3,6/25/2025
C367360013,G***,Lusaka,6 Miles,XXXX8915,L***,6,6/25/2025
C367390010,C***,Lusaka,6 Miles,XXXX1097,L***,5,6/25/2025
C367400017,L***,Lusaka,6 Miles,XXXX3607,L***,7,6/25/2025
C367430014,R***,Lusaka,6 Miles,XXXX7075,L***,4,6/25/2025
C367590015,R***,Lusaka,Chalala,XXXX4484,S***,4,6/25/2025
C367610011,R***,Lusaka,Kamwala South,XXXX8603,G***,3,6/25/2025
C367630019,J***,Lusaka,Kamwala South,XXXX7328,M***,4,6/25/2025
C367760014,T***,Lusaka,Garden Compound,XXXX1819,M***,6,6/26/2025
C367770013,N***,Lusaka,Garden Compound,XXXX2275,M***,4,6/26/2025
C367780012,J***,Lusaka,Garden Compound,XXXX9786,M***,6,6/26/2025
C367830015,E***,Lusaka,Garden Compound,XXXX8584,M***,5,6/26/2025
C367840014,F***,Lusaka,Garden Compound,XXXX2042,M***,7,6/26/2025
C368150017,A***,Lusaka,Ngombe,XXXX4090,S***,5,6/30/2025
C368210019,C***,Lusaka,Sikanze,XXXX4801,I***,8,7/4/2025
C368270013,G***,Lusaka,Ngombe,XXXX7682,J***,4,7/2/2025
C368300018,R***,Lusaka,Ngombe,XXXX0634,J***,4,7/2/2025
C368330015,D***,Lusaka,Ngombe,XXXX7889,J***,5,7/3/2025
C368370011,L***,Lusaka,Ngombe,XXXX1749,J***,3,7/2/2025
C368380010,S***,Lusaka,Ngombe,XXXX6329,B***,5,6/30/2025
C368390019,B***,Lusaka,Ngombe,XXXX1454,B***,6,6/30/2025
C368420014,P***,Lusaka,Ngombe,XXXX7632,J***,7,6/30/2025
C368440012,G***,Lusaka,Ngombe,XXXX1847,B***,8,6/30/2025
C368450011,D***,Lusaka,Ngombe,XXXX5391,B***,8,6/30/2025
C368730016,R***,Lusaka,Kanyama,XXXX8610,D***,5,7/11/2025
C368740015,T***,Lusaka,Kanyama,XXXX1253,D***,7,7/12/2025
C368800017,A***,Lusaka,Kabanana,XXXX1835,E***,4,7/28/2025
C368810016,A***,Lusaka,Kabanana,XXXX9290,E***,5,7/11/2025
C368840013,R***,Lusaka,Kanyama,XXXX7242,D***,5,7/11/2025
C368860011,D***,Lusaka,Kanyama,XXXX3379,D***,3,7/11/2025
C368870010,R***,Lusaka,Kanyama,XXXX7339,D***,3,7/11/2025
C368890018,W***,Lusaka,Kanyama,XXXX9430,D***,5,7/11/2025
C368900015,P***,Lusaka,Kanyama,XXXX5015,D***,4,7/11/2025
C368910014,N***,Lusaka,Kanyama,XXXX6165,D***,5,7/11/2025
C368920013,A***,Lusaka,Meanwood Kwamwena,XXXX9723,J***,2,7/21/2025
C368960019,D***,Lusaka,Chipata Compound,XXXX6420,E***,7,7/2/2025
C368980017,P***,Lusaka,Chipata Compound,XXXX9331,E***,5,7/4/2025
C369010012,I***,Lusaka,Kaunda Square Stage One,XXXX2055,J***,6,7/21/2025
C369060017,G***,Lusaka,Chipata Compound,XXXX0416,E***,3,7/2/2025
C369070016,B***,Lusaka,Chipata Compound,XXXX6183,E***,8,7/2/2025
C369080015,N***,Lusaka,Chipata Compound,XXXX6035,E***,5,7/2/2025
C369130018,J***,Lusaka,Barlastone,XXXX9101,A***,8,7/25/2025
C369140017,G***,Lusaka,Kaunda Square Stage One,XXXX5402,J***,7,7/2/2025
C369370010,B***,Lusaka,Libala,XXXX4391,I***,2,7/4/2025
C369390018,E***,Lusaka,Chalala,XXXX1552,S***,7,7/18/2025
C369420013,I***,Lusaka,Kabwata,XXXX2740,I***,4,7/3/2025
C369450010,M***,Lusaka,Chalala,XXXX6831,S***,6,7/3/2025
C369460019,C***,Lusaka,Chilenje,XXXX4189,I***,5,7/3/2025
C369510011,M***,Lusaka,6 Miles,XXXX3694,L***,3,7/11/2025
C369560016,N***,Lusaka,Libala,XXXX3333,A***,6,7/18/2025
C369620018,S***,Lusaka,Woodlands,XXXX1943,A***,5,7/18/2025
C369630017,F***,Lusaka,Woodlands,XXXX2789,A***,7,7/18/2025
C369680012,E***,Lusaka,Chainda,XXXX7313,J***,4,7/23/2025
C369750013,M***,Lusaka,Kasupe,XXXX2836,A***,7,7/11/2025
C369780010,B***,Lusaka,Kasupe,XXXX1305,A***,4,7/11/2025
C369850011,M***,Lusaka,Kasupe,XXXX8637,A***,5,7/11/2025
C369910013,F***,Lusaka,SOS,XXXX2265,J***,7,7/11/2025
C370000010,B***,Lusaka,Kasupe,XXXX3895,A***,6,7/11/2025
C370010019,F***,Lusaka,Kasupe,XXXX6878,A***,6,7/11/2025
C370020018,M***,Lusaka,Kasupe,XXXX8886,A***,4,7/11/2025
C370140014,T***,Lusaka,Ngombe,XXXX9294,S***,7,7/10/2025
C370170011,E***,Lusaka,Ngombe,XXXX0403,S***,6,7/12/2025
C370280018,B***,Lusaka,Ngombe,XXXX4840,S***,5,7/11/2025
C370440018,A***,Lusaka,Ngombe,XXXX3197,G***,7,7/10/2025
C370510018,N***,Lusaka,Ngombe,XXXX2060,G***,8,7/10/2025
C370520017,N***,Lusaka,Kaunda Square Stage One,XXXX1028,J***,5,7/21/2025
C370530016,E***,Lusaka,Ngombe,XXXX3851,G***,3,7/10/2025
C370580011,J***,Lusaka,Jack Compound,XXXX4920,M***,2,7/19/2025
C370590010,T***,Lusaka,Jack Compound,XXXX8210,M***,7,7/19/2025
C370720013,E***,Lusaka,Kanyama,XXXX5078,D***,4,7/11/2025
C370730012,M***,Lusaka,Kanyama,XXXX4536,D***,3,7/11/2025
C370740011,A***,Lusaka,Kanyama,XXXX2491,D***,7,7/11/2025
C370770018,B***,Lusaka,Kanyama,XXXX8660,D***,2,7/11/2025
C370780017,B***,Lusaka,Kanyama,XXXX3360,D***,8,7/11/2025
C370790016,B***,Lusaka,Kanyama,XXXX0478,D***,4,7/11/2025
C370820011,C***,Lusaka,Matero,XXXX7224,A***,9,7/18/2025
C370860017,C***,Lusaka,Matero,XXXX1819,A***,6,7/18/2025
C370950016,O***,Lusaka,Chilenje,XXXX4273,L***,7,7/18/2025
C371050014,D***,Lusaka,Libala South,XXXX1800,I***,7,7/23/2025
C371060013,M***,Lusaka,Mtendere East,XXXX6059,S***,4,7/22/2025
C371110016,A***,Lusaka,15 Miles,XXXX9591,P***,8,7/19/2025
C371190018,H***,Lusaka,15 Miles,XXXX9369,B***,5,7/22/2025
C371210014,J***,Lusaka,15 Miles,XXXX5827,B***,6,7/28/2025
C371220013,E***,Lusaka,15 Miles,XXXX1631,B***,4,7/22/2025
C371270018,W***,Lusaka,15 Miles,XXXX7957,P***,4,7/19/2025
C371390014,L***,Lusaka,Chaisa,XXXX9559,E***,4,7/18/2025
C371710013,S***,Lusaka,Kasupe,XXXX1061,T***,3,7/19/2025
C371870015,V***,Lusaka,Chazanga,XXXX5430,J***,5,7/18/2025
C371890013,P***,Lusaka,Chazanga,XXXX2242,J***,8,7/18/2025
C371930017,G***,Lusaka,Chazanga,XXXX8855,J***,5,7/18/2025
C371980012,B***,Lusaka,Chazanga,XXXX5292,J***,7,7/18/2025
C371990011,M***,Lusaka,Chazanga,XXXX4516,J***,6,7/18/2025
C372000018,F***,Lusaka,Chazanga,XXXX7256,J***,5,7/18/2025
C372010017,G***,Lusaka,Chilenje,XXXX2118,L***,7,7/18/2025
C372020016,B***,Lusaka,Chazanga,XXXX2751,J***,6,7/18/2025
C372030015,A***,Lusaka,Chazanga,XXXX3966,J***,8,7/18/2025
C372100016,H***,Lusaka,6 Miles,XXXX7885,L***,7,7/19/2025
C372260018,M***,Lusaka,Chilanga,XXXX8944,M***,7,7/19/2025
C372300012,A***,Lusaka,Kaunda Square Stage One,XXXX9167,J***,4,7/31/2025
C372310011,F***,Lusaka,Kaunda Square Stage One,XXXX0978,J***,6,7/20/2025
C372330019,T***,Lusaka,Kaunda Square Stage One,XXXX4289,J***,3,7/20/2025
C372520015,M***,Lusaka,6 Miles,XXXX9509,L***,5,8/5/2025
C372550012,M***,Lusaka,6 Miles,XXXX8476,L***,6,8/5/2025
C372560011,C***,Lusaka,6 Miles,XXXX9028,L***,7,8/5/2025
C372570010,C***,Lusaka,6 Miles,XXXX2440,L***,7,8/5/2025
C372650010,B***,Lusaka,6 Miles,XXXX4504,L***,6,8/5/2025
C372660019,L***,Lusaka,6 Miles,XXXX5943,L***,5,8/5/2025
C372680017,B***,Lusaka,6 Miles,XXXX7217,L***,4,8/7/2025
C372730010,R***,Lusaka,Mtendere Main,XXXX5108,A***,9,7/25/2025
C372750018,R***,Lusaka,15 Miles,XXXX4516,S***,6,8/5/2025
C372770016,H***,Lusaka,15 Miles,XXXX3213,S***,6,8/5/2025
C372910018,R***,Lusaka,Kalingalinga,XXXX7956,A***,9,7/23/2025
C372940015,P***,Lusaka,Kalingalinga,XXXX9320,A***,2,7/23/2025
C372950014,R***,Lusaka,Kalingalinga,XXXX8367,A***,8,7/23/2025
C372960013,M***,Lusaka,Kaunda Square Stage One,XXXX9942,J***,5,7/23/2025
C372970012,I***,Lusaka,kalundu,XXXX7322,J***,10,7/23/2025
C372980011,E***,Lusaka,Kaunda Square Stage One,XXXX9906,J***,7,7/23/2025
C372990010,M***,Lusaka,Helen Kaunda,XXXX1975,A***,6,7/23/2025
